arrived_this_window_sum,controller,extended_total,max_global_queue,max_global_wait,max_target_queue,max_target_wait,mean_active_vehicles,mean_ambulance_count,mean_avg_speed_mps,mean_global_queue,mean_global_wait,mean_target_queue,mean_target_wait,recovered_total,samples,seed,sim_seconds,spawned_total,total_arrived,total_reward
2572,fixed_cycle,0,533.0,35458.0,25.0,1438.0,632.0611111111111,0.0,2.8832391989268737,410.55833333333334,22419.526388888888,7.151388888888889,323.4125,1434,720,42,3600.0,3047,2572,0.0
2405,model,0,526.0,39422.0,15.0,393.0,632.1527777777778,0.0,2.7716616974018935,415.7680555555556,23677.020833333332,3.4444444444444446,95.47777777777777,1840,720,42,3600.0,2890,2405,-1257.7062784259906
