ambulance_censored_total,ambulance_completed_total,ambulance_completion_rate,ambulance_departed_total,ambulance_removed_total,ambulance_spawned_total,arrived_this_window_sum,controller,demand_mode,demand_route_file,extended_total,max_global_queue,max_global_wait,max_target_queue,max_target_wait,max_tls_spillback,max_tls_starvation,mean_active_vehicles,mean_ambulance_count,mean_ambulance_seconds_per_km,mean_ambulance_stopped_fraction,mean_ambulance_stopped_seconds,mean_ambulance_time_loss_s,mean_ambulance_trip_time_s,mean_avg_speed_mps,mean_global_queue,mean_global_wait,mean_target_queue,mean_target_wait,mean_tls_spillback,mean_tls_starvation,median_ambulance_trip_time_s,p90_ambulance_stopped_seconds,p90_ambulance_trip_time_s,policy_decisions,policy_forced_switches,policy_invalid_actions,policy_switch_rate,policy_switches,recovered_total,samples,seed,sim_seconds,spawned_total,total_arrived,total_reward
8,0,0.0,8,0,8,3,all_model,active_population,,0,141.0,2850.0,0.0,0.0,0.0,0.0,468.7142857142857,0.0,0.0,0.01528707444107312,1.625,16.545088420112684,0.0,7.797478126939489,65.14285714285714,1062.7142857142858,0.0,0.0,0.0,0.0,0.0,4.399999999999999,0.0,984,0,0,0.4400406504065041,433,45,7,42,120.0,446,3,0.0
