scope,map,rate,comparison,candidate,baseline,metric,direction,n,native_mean,model_mean,aggregate_improvement_pct,mean_paired_improvement_pct,paired_delta_mean,paired_delta_sd,paired_delta_ci95_low,paired_delta_ci95_high,wins,losses,ties,ci_excludes_zero_in_favor_of_model,paired_t_pvalue,paired_effect_size_dz,holm_adjusted_pvalue,holm_significant_in_favor
condition,melbourne,18p0,learned_vs_native,all_model,native_sumo,recovered_total,lower,30,1126.6666666666667,476.8666666666667,57.67455621301775,57.60022874217163,649.8,62.31311369150987,626.5345135318922,673.0654864681077,30,0,0,yes,2.353794488457375e-31,10.42798155163501,3.6483814571089315e-29,yes
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,total_arrived,higher,30,776.9666666666667,791.8333333333334,1.9134239993135707,1.9565855433121775,14.866666666666667,34.47611200310404,1.9945203436292456,27.738812989704087,21,9,0,yes,0.025111445194345102,0.43121645112790424,0.6277861298586276,no
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,mean_avg_speed_mps,higher,30,4.9146116970970155,5.512385034604147,12.16318550375459,12.178855235725704,0.5977733375071319,0.13084922720057274,0.5489189191600023,0.6466277558542615,30,0,0,yes,3.502504066894194e-21,4.5684132057641635,4.2030048802730323e-19,yes
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,mean_global_queue,lower,30,236.53551912568307,196.95792349726779,16.73219978746014,16.700560507739027,39.5775956284153,12.827923075743373,34.788108262880286,44.36708299395032,30,0,0,yes,1.494607185497146e-16,3.0852691737178817,1.554391472917032e-14,yes
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,max_global_queue,lower,30,567.8,403.96666666666664,28.85405659269696,28.803749106646034,163.83333333333334,34.52843239531967,150.94165244838774,176.72501421827894,30,0,0,yes,1.2211374978006367e-21,4.744881883358857,1.4897877473167768e-19,yes
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,mean_global_wait,lower,30,5731.125136612022,7286.334972677595,-27.136204479822986,-27.462729142172677,-1555.2098360655737,1061.0258249148048,-1951.3589050091712,-1159.0607671219761,2,28,0,no,7.459258579667001e-09,-1.4657605871096016,5.146888419970231e-07,no
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,max_global_wait,lower,30,17628.6,20364.233333333334,-15.51815421152749,-15.976355964338433,-2735.633333333333,3687.503533448531,-4112.415177092091,-1358.851489574576,6,24,0,no,0.0003367332906446925,-0.7418659557933998,0.012795865044498315,no
condition,melbourne,18p0,max_pressure_vs_native,max_pressure,native_sumo,recovered_total,lower,30,1126.6666666666667,530.5333333333333,52.9112426035503,52.77446978393459,596.1333333333333,84.97859094819253,564.4053688542705,627.8612978123962,30,0,0,yes,1.995165968571851e-26,7.0151002350317615,2.9129423141149022e-24,yes
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,total_arrived,higher,30,791.8333333333334,803.7666666666667,1.507051147126914,1.6351440890983577,11.933333333333334,37.29651304153609,-1.991849795393641,25.858516462060308,21,9,0,no,0.09025896278427513,0.3199584186340292,1.0,no
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,mean_avg_speed_mps,higher,30,5.512385034604147,5.247709155927187,-4.801476620654219,-4.76610312662942,-0.2646758786769603,0.13609822270312608,-0.3154900840833658,-0.21386167327055478,1,29,0,no,1.5456278212712646e-11,-1.944741624248124,1.962947333014506e-09,no
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,mean_global_queue,lower,30,196.95792349726779,199.92896174863387,-1.508463431483779,-1.8752903863104562,-2.9710382513661204,14.738316842927642,-8.473798276637263,2.5317217739050215,13,17,0,no,0.2786134446637854,-0.20158599404733307,1.0,no
condition,melbourne,18p0,learned_vs_max_pressure,all_model,max_pressure,max_global_queue,lower,30,403.96666666666664,393.53333333333336,2.5827213466457497,1.964502292592294,10.433333333333334,42.21838407640667,-5.329500286210868,26.196166952877533,20,10,0,no,0.18632888866112884,0.2471277279218249,1.0,no
